YEAR,MONTH,SUPPLIER,ITEM CODE,ITEM DESCRIPTION,ITEM TYPE,RETAIL SALES,RETAIL TRANSFERS,WAREHOUSE SALES
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,85078,BERINGER PINK MOSCATO - 1.5L,WINE,7.94,15.0,25.83
2020,1,BOSTON BEER CORPORATION,8508,SAM ADAMS WINTERLAGER 2/12 LN - 12OZ,BEER,4.0,0.0,0.0
2020,1,E & J GALLO WINERY,85088,J VINEYARDS MULTI - APPELATION BLK LBL  P/NOIR - 750ML,WINE,7.22,18.0,8.0
2020,1,E & J GALLO WINERY,85103,LIVINGSTON CELLARS RED ROSE - 1.5L,WINE,10.49,10.0,21.0
2020,1,E & J GALLO WINERY,85170,LIVINGSTON CELLARS CHABLIS BLC - 3L,WINE,7.25,5.25,20.0
2020,1,PALM BAY IMPORTS,85194,ROSCATO RED - 750ML,WINE,44.42,42.0,129.75
2020,1,THE WINE GROUP,85197,FRANZIA SUMMIT CHILL RED BIB - 5L,WINE,28.0,33.0,53.0
2020,1,E & J GALLO WINERY,85210,PROVERB CAL CAB - 750ML,WINE,0.0,0.0,1.0
2020,1,E & J GALLO WINERY,85221,PROVERB CAL CHARD  - 750ML,WINE,0.0,0.0,1.0
2020,1,E & J GALLO WINERY,85260,GALLO FAMILY VYDS WH/MER - 1.5L,WINE,1.83,2.0,2.0
2020,1,PERNOD RICARD USA LLC,85262,JACOBS CREEK P/GRIG - 750ML,WINE,1.71,3.0,6.0
2020,1,SMT AQUISITIONS LLC,85272,CALLIA ALTA MALBEC - 750ML,WINE,0.24,0.0,0.0
2020,1,LAPHAM SALES & MARKETING DBA LAPHAM,85280,GRAFFIGNA MALBEC - 750ML,WINE,0.49,0.0,1.0
2020,1,PALM BAY IMPORTS,85283,LUNETTA PROSECCO - 750ML,WINE,1.24,2.0,6.0
2020,1,E & J GALLO WINERY,85294,GALLO FAMILY VYDS WH/ZIN - 1.5L,WINE,1.86,1.0,7.0
2020,1,THE WINE GROUP,85308,FRANZIA CRISP WHITE BIB - 5L,WINE,69.75,69.0,64.0
2020,1,FRANCIS COPPOLA WINERY LLC,85367,COPPOLA DIAMOND MER - 750ML,WINE,6.73,8.0,18.0
2020,1,E & J GALLO WINERY,85374,DARK HORSE DOUBLE DOWN RED,WINE,6.41,9.0,6.0
2020,1,THE WINE GROUP,85383,GLEN ELLEN RES P/GRIG - 1.5L,WINE,18.67,18.0,11.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",85417,FAT BASTARD CAB - 750ML,WINE,1.05,1.0,5.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,85424,19 CRIMES SEA  RED BLEND - 750ML,WINE,21.29,27.0,69.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,85425,19 CRIMES HARD CHARD - 750ML,WINE,4.35,13.0,21.0
2020,1,E & J GALLO WINERY,85432,LA MARCA PROSECCO - 187ML,WINE,22.42,13.0,80.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,85456,JUSTIN CAB - 750ML,WINE,10.33,13.0,18.0
2020,1,THE WINE GROUP,85472,GLEN ELLEN (CN) MER - 1.5L,WINE,28.1,26.0,17.0
2020,1,FRANCIS COPPOLA WINERY LLC,85476,COPPOLA DIR CUT CHARD - 750ML,WINE,0.16,0.0,0.0
2020,1,THE WINE GROUP,85480,GLEN ELLEN RES CHARD - 1.5L,WINE,68.13,60.0,25.0
2020,1,FETZER VINEYARDS,85499,BONTERRA MER (ORGANIC) - 750ML,WINE,18.77,17.0,9.0
2020,1,THE WINE GROUP,85502,GLEN ELLEN (CN) CAB - 1.5L,WINE,36.49,22.0,13.0
2020,1,THE HESS COLLECTION,85516,HESS SEL MALBEC - 750ML,WINE,0.32,0.0,0.0
2020,1,THE HESS COLLECTION,85526,HESS SELECT TREO - 750ML,WINE,1.56,0.0,5.0
2020,1,LAPHAM SALES & MARKETING DBA LAPHAM,85549,GEKKEIKAN NIGORI SAKE - 720ML,WINE,5.43,6.0,2.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,85560,PENFOLDS MAXS CAB/SHZ - 750ML,WINE,2.68,0.0,2.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,85588,PARDUCCI MER - 750ML,WINE,0.0,0.0,5.0
2020,1,INTERBALT PRODUCTS CORP,8559,OBOLON PREMIUM NR 20/CS - 16.9OZ,BEER,0.0,0.0,2.0
2020,1,E & J GALLO WINERY,85607,ANDRE CALIFORNIA MOSCATO - 750ML,WINE,0.0,0.0,1.0
2020,1,E & J GALLO WINERY,85617,NAKED GRAPE P/GRIG - 3L - BIB,WINE,6.94,3.0,1.0
2020,1,E & J GALLO WINERY,85618,PETER VELLA CHARD BIB - 5LTR,WINE,20.25,16.0,23.0
2020,1,E & J GALLO WINERY,85626,PETER VELLA WH/ZIN BIB - 5L,WINE,19.0,22.0,14.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,85634,PARDUCCI P/NOIR - 750ML,WINE,0.16,0.0,9.0
2020,1,COPPER CANE LLC,85643,BOEN RUSSIAN RIVER P/NOIR - 750ML,WINE,0.24,0.0,0.0
2020,1,E & J GALLO WINERY,85650,PETER VELLA BURGUNDY BIB - 5LTR,WINE,13.0,18.0,57.0
2020,1,MHW LTD,85653,FLEUR DE ROC ST EMILION - 750ML,WINE,0.72,3.0,0.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,85659,BV RESERVE GEORGES DE LATOUR CAB - 750ML,WINE,1.18,1.0,0.0
2020,1,E & J GALLO WINERY,85669,LIVINGSTON CELLARS CAB - 3LTR,WINE,2.25,3.0,9.0
2020,1,DISARONNO INTERNATIONAL LLC,85676,CORVO HOLIDAY TWO PACK - 750ML,WINE,6.94,0.0,0.0
2020,1,E & J GALLO WINERY,85677,LIVINGSTON CELLARS WH/ZIN - 3LTR,WINE,0.0,0.0,8.0
2020,1,MHW LTD,85678,GATU CHIANTI - 1.5L,WINE,1.87,0.0,0.0
2020,1,E & J GALLO WINERY,85685,LIVINGSTON CELLARS CHARD - 3LTR,WINE,5.25,5.75,13.0
2020,1,E & J GALLO WINERY,85688,DARK HORSE BUBBLES BRUT BRUT - CAN - 375ML,WINE,8.08,6.0,1.0
2020,1,E & J GALLO WINERY,85692,DARK HORSE CAL P/NOIR - CAN - 375ML,WINE,10.01,9.0,6.0
2020,1,E & J GALLO WINERY,85697,DARK HORSE S/BLC - CAN - 375ML,WINE,11.29,9.0,4.0
2020,1,E & J GALLO WINERY,85700,DARK HORSE ROSE BUBBLES - CAN -375ML,WINE,15.15,14.0,10.0
2020,1,E & J GALLO WINERY,85704,LA MARCA PROSECCO -  3 pk-187ML,WINE,12.09,7.0,13.0
2020,1,FETZER VINEYARDS,85740,FETZER VALLEY OAK  GEWURZT- 750ML,WINE,3.56,4.0,1.0
2020,1,DOPS INC,8575,BELHAVEN SCOTTISH ALE 4/6NR - 12OZ,BEER,0.0,0.0,1.0
2020,1,E & J GALLO WINERY,85751,ANDRE CALIFORNIA PINK MOSCATO - 750ML,WINE,0.73,2.0,3.0
2020,1,ELK RUN VINEYARDS,85758,ELK RUN ANNAPOLIS SUNSET - 750ML,WINE,0.0,0.0,1.0
2020,1,JACKSON FAMILY ENTERPRISES INC,85766,LA CREMA SONOMA COAST CHARD - 750ML,WINE,62.25,61.0,36.0
2020,1,E & J GALLO WINERY,85772,NAKED GRAPE CAB - 3L - BIB,WINE,3.56,0.0,0.0
2020,1,JACKSON FAMILY ENTERPRISES INC,85782,LA CREMA SONOMA COAST P/NOIR - 750ML,WINE,62.38,49.0,25.0
2020,1,FETZER VINEYARDS,85804,FETZER VALLEY OAK J/RIES - 750ML,WINE,0.49,0.0,2.0
2020,1,CONSTELLATION BRANDS,85812,PAUL MASSON CHABLIS - 3L,WINE,0.5,0.0,3.0
2020,1,CONSTELLATION BRANDS,85820,PAUL MASSON ROSE - 3L,WINE,3.5,1.0,12.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,85891,SLOW PRESS PASO ROBLES CAB - 750ML,WINE,0.0,0.0,1.0
2020,1,E & J GALLO WINERY,85893,GALLO FAMILY VYDS PINK MOSCATO - 187ML,WINE,0.0,0.0,13.0
2020,1,CONSTELLATION BRANDS,85898,R MONDAVI PR SEL CHARD - 750ML,WINE,6.03,11.0,11.0
2020,1,CONSTELLATION BRANDS,85901,WOODBRIDGE WH/ZIN - 1.5L,WINE,7.72,7.0,25.0
2020,1,CONSTELLATION BRANDS,85910,WOODBRIDGE CHARD - 750ML,WINE,30.59,19.83,64.0
2020,1,BRONCO WINE COMPANY,85921,LA CATRINA CHARD - 750ML,WINE,0.48,1.0,0.0
2020,1,E & J GALLO WINERY,85926,ALAMOS MENDOZA RED BLEND - 750ML,WINE,13.79,13.92,23.0
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,85930,MI AMORE RED BLENS - 750ML,WINE,0.41,0.0,1.0
2020,1,CONSTELLATION BRANDS,85936,WOODBRIDGE WH/ZIN - 750ML,WINE,7.62,8.0,13.0
2020,1,E & J GALLO WINERY,85949,RED ROCK CAL P/NOIR - 750ML,WINE,0.48,0.0,0.0
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,85953,PIAZZO COMM ARMONDA MOSCATO D'ASTI - 750ML,WINE,0.34,1.0,0.0
2020,1,CONSTELLATION BRANDS,85960,R MONDAVI F/BLC - 750ML,WINE,7.15,8.0,1.0
2020,1,E & J GALLO WINERY,85961,MIRASSOU MOSCATO - 750ML,WINE,9.04,13.0,10.0
2020,1,DUCKHORN WINE COMPANY,85966,DUCKHORN TEN DEGREES  P/NOIR - 750ML,WINE,0.34,0.0,0.0
2020,1,E & J GALLO WINERY,85968,GHOST PINES RED BLEND - 750ML,WINE,1.44,1.0,4.0
2020,1,E & J GALLO WINERY,85971,BAREFOOT BUBBLY PINK MOSCATO - 750ML,WINE,7.58,15.0,22.0
2020,1,CONSTELLATION BRANDS,85979,SIMI CAB - 750ML,WINE,33.6,34.0,18.0
2020,1,CONSTELLATION BRANDS,85987,SIMI S/BLC - 750ML,WINE,20.42,18.0,4.0
2020,1,CONSTELLATION BRANDS,85995,WOODBRIDGE CHARD - 1.5L,WINE,109.0,95.83,289.0
2020,1,ROYAL WINE CORP,86029,BARON HERZOG CAB - 750ML,WINE,3.22,2.0,1.0
2020,1,CONSTELLATION BRANDS,86037,RICHARDS WILD IRISH ROSE - 375ML,WINE,0.0,0.0,45.0
2020,1,E & J GALLO WINERY,86056,EDNA VALLEY S/BLC - 750ML,WINE,7.02,5.0,10.0
2020,1,E & J GALLO WINERY,86059,GALLO SIGNATURE SERIES NAPA CAB - 750ML,WINE,1.85,0.0,0.0
2020,1,CONSTELLATION BRANDS,86070,WOODBRIDGE CAB - 1.5L,WINE,68.08,93.5,189.0
2020,1,ST SUPERY INC,86111,ST SUPERY NAPA S/BLC - 750ML,WINE,15.36,15.0,4.0
2020,1,BACCHUS IMPORTERS LTD,86112,CANNONBALL MERLOT - 750ML,WINE,0.0,0.0,2.0
2020,1,CONSTELLATION BRANDS,86118,WOODBRIDGE CAB - 750ML,WINE,28.97,23.0,77.0
2020,1,E & J GALLO WINERY,86123,BAREFOOT REFRESH CRISP WHITE - 750ML,WINE,2.39,1.0,5.0
2020,1,QUINTESSENTIAL LLC,86127,VINA EGUIA RESERVA - 750ML,WINE,6.44,7.0,0.0
2020,1,FLYING DOG BREWERY LLLP,8613,FLYING DOG DOGTOBERFEST 4/6 CAN-12OZ,BEER,0.08,0.0,0.0
2020,1,ROYAL WINE CORP,86134,BARON HERZOG CHARD - 750ML,WINE,3.2,3.0,2.0
2020,1,CONSTELLATION BRANDS,86142,WOODBRIDGE S/BLC - 1.5L,WINE,28.58,32.0,91.0
2020,1,ROYAL WINE CORP,86150,BARON HERZOG CHEN/BLC - 750ML,WINE,2.14,0.0,0.0
2020,1,E & J GALLO WINERY,86157,CARLO ROSSI MOSCATO SANGRIA - 1.5L,WINE,7.11,8.0,22.0
2020,1,E & J GALLO WINERY,86168,CARLO ROSSI MOSCATO SANGRIA - 4L,WINE,3.75,4.0,14.0
2020,1,CONSTELLATION BRANDS,86169,WOODBRIDGE S/BLC - 750ML,WINE,12.62,8.0,27.0
2020,1,ROYAL WINE CORP,86177,BARON HERZOG S/BLC - 750ML,WINE,0.0,0.0,1.0
2020,1,E & J GALLO WINERY,86193,CARLO ROSSI RHINE - 1.5L,WINE,2.21,2.0,10.0
2020,1,E & J GALLO WINERY,86207,CARLO ROSSI RHINE - 4L,WINE,14.0,12.0,7.0
2020,1,FETZER VINEYARDS,86215,FETZER VALLEY OAK  MER - 750ML,WINE,1.65,0.0,2.0
2020,1,DEUTSCH FAMILY WINE & SPIRITS,86219,JOSH CELLARS ROSE - 750ML,WINE,3.88,3.92,19.0
2020,1,THE WINE GROUP,86223,MOGEN DAVID CONCORD - 1.5L,WINE,3.38,0.0,1.0
2020,1,THE WINE GROUP,86231,MD 20/20 BANANA RED - 750ML,WINE,0.0,0.0,8.0
2020,1,BARON FRANCOIS LTD,86232,KIWI CUVEE S/BLC - 750ML,WINE,1.07,0.0,1.0
2020,1,ROYAL WINE CORP,86240,BARON HERZOG WH/ZIN - 750ML,WINE,3.26,1.0,12.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,86255,LYRIC BY ETUDE CHARD - 750ML,WINE,0.16,0.0,0.0
2020,1,THE WINE GROUP,86274,MD 20/20 BANANA RED - 375ML,WINE,0.0,0.0,8.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,86277,19 CRIMES SEA  SHZ - 750ML,WINE,9.25,11.0,18.0
2020,1,FETZER VINEYARDS,86282,FETZER ANTHONYS HILL CAB - 1.5L,WINE,1.69,2.83,4.0
2020,1,FETZER VINEYARDS,86304,FETZER VALLEY OAK CAB - 750ML,WINE,0.48,1.0,4.0
2020,1,BRONCO WINE COMPANY,86339,STONE CELLARS CHARD - 1.5L,WINE,8.84,4.0,2.0
2020,1,THE WINE GROUP,86371,MD 20/20 ORANGE JUBILEE - 750ML,WINE,0.08,0.83,41.0
2020,1,FETZER VINEYARDS,86400,CYT FRONTERA VINTAGE RED - 1.5L,WINE,20.76,23.83,27.0
2020,1,ROYAL WINE CORP,86410,KEDEM CHABLIS - 750ML,WINE,0.0,0.0,3.0
2020,1,CONSTELLATION BRANDS,86436,MANISCHEWITZ CONCORD GRAPE - 1.5L,WINE,30.6,23.0,68.0
2020,1,THE WINE GROUP,86445,FRANZIA P/GRIG COL- 5L,WINE,93.75,84.0,78.0
2020,1,"THE COUNTRY VINTNER, LLC DBA WINEBOW",86525,DOM AUTARD CDP - 750ML,WINE,1.15,1.0,0.0
2020,1,E & J GALLO WINERY,86536,WM HILL CENTRAL COAST MERLOT - 750ML,WINE,3.13,5.0,2.0
2020,1,E & J GALLO WINERY,86541,GALLO FAMILY VYDS CAB - 1.5L,WINE,16.17,15.0,15.0
2020,1,E & J GALLO WINERY,86543,BAREFOOT CEL MOSCATO - BIB -3L,WINE,2.38,12.0,14.0
2020,1,E & J GALLO WINERY,86547,WM HILL NORTH COAST CHARD - 750ML,WINE,14.83,16.0,7.0
2020,1,LABATT USA OPERATING CO LLC,86550,SEAGRAM ORANGE/PINE BAHA MAMA 6/4NR - 355ML,BEER,0.0,0.0,30.0
2020,1,DISARONNO INTERNATIONAL LLC,86555,WRITERS TEARS COPPER POT IRISH WHISKEY - 750ML,LIQUOR,2.03,2.0,0.0
2020,1,E & J GALLO WINERY,86558,WM HILL NORTH COAST CAB - 750ML,WINE,9.94,16.0,11.0
2020,1,E & J GALLO WINERY,86606,LIVINGSTON CELLARS MER - 3LTR,WINE,2.75,2.0,4.0
2020,1,DEUTSCH FAMILY WINE & SPIRITS,86607,JOSH CELLARS P/NOIR - 750ML,WINE,16.31,22.0,25.0
2020,1,BRONCO WINE COMPANY,86614,STONE CELLARS MER - 1.5L,WINE,0.0,0.0,3.0
2020,1,FRANCIS COPPOLA WINERY LLC,86658,COPPOLA DIRECTOR SERIES CAB - 750ML,WINE,41.01,32.0,2.0
2020,1,E & J GALLO WINERY,86667,RED ROCK CAL MERLOT - 750ML,WINE,6.89,10.0,8.0
2020,1,FRANCIS COPPOLA WINERY LLC,86669,COPPOLA DIRECTOR SERIES P/NOIR - 750ML,WINE,22.48,19.0,3.0
2020,1,DEUTSCH FAMILY WINE & SPIRITS,86718,YELLOW TAIL RIES - 1.5L,WINE,9.62,14.0,19.0
2020,1,THE WINE GROUP,86720,MD 20/20 PURE GRAPE WINE RED - 750ML,WINE,0.0,0.0,23.92
2020,1,E & J GALLO WINERY,86733,DARK HORSE CAB - 750ML,WINE,16.73,13.0,55.0
2020,1,E & J GALLO WINERY,86744,DARK HORSE CHARD - 750ML,WINE,17.62,9.0,33.0
2020,1,CONSTELLATION BRANDS,86746,TAYLOR CAL WHITE - 3L,WINE,12.0,8.0,0.0
2020,1,LABATT USA OPERATING CO LLC,86754,SEAGRAM MARGARITA 6/4NR - 355ML,BEER,0.67,1.0,26.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,86756,TAYLOR FLADGATE FINE TAWNY PORT - 750ML,WINE,0.64,1.0,0.0
2020,1,BRONCO WINE COMPANY,86797,STONE CELLARS P/GRIG - 1.5L,WINE,0.17,0.0,0.0
2020,1,THE WINE GROUP,86800,MOGEN DAVID BLACKBERRY - 1.5L,WINE,1.35,0.0,2.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,86809,HIDDEN CRUSH CAB  - 750ML,WINE,0.0,0.0,3.0
2020,1,LABATT USA OPERATING CO LLC,86878,SEAGRAM WILDBERRIES 6/4NR - 355ML,BEER,0.0,0.0,29.0
2020,1,FRANCIS COPPOLA WINERY LLC,86880,COPPOLA DIRECTOR SERIES CHARD - 750ML,WINE,27.97,26.0,1.0
2020,1,CONSTELLATION BRANDS,86916,MANISCHEWITZ BLACKBERRY - 1.5L,WINE,8.76,7.0,21.0
2020,1,FETZER VINEYARDS,86967,FETZER ANTHONYS HILL  MER - 1.5L,WINE,6.36,6.0,1.0
2020,1,J LOHR WINERY,86975,J LOHR LOS OSOS MER - 750ML,WINE,20.14,20.0,12.0
2020,1,PABST BREWING CO,8699,SCHLITZ MALT 12/40OZ NR - 40OZ,BEER,0.0,0.0,55.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,87025,BERINGER WH/MER - 1.5L,WINE,18.38,17.0,18.0
2020,1,MOET HENNESSY USA,87041,CHANDON NAPA VLY BRUT - 750ML,WINE,18.0,11.0,9.0
2020,1,MOET HENNESSY USA,87068,CHANDON CALIFORNIA BL DE NOIR - 750ML,WINE,3.35,5.0,2.0
2020,1,MOET HENNESSY USA,87073,CLOUDY BAY S/BLC - 750ML,WINE,5.85,4.0,6.0
2020,1,STE MICHELLE WINE ESTATES,87076,MICHELLE CUVEE BRUT - 750ML,WINE,4.6,7.0,4.0
2020,1,CONSTELLATION BRANDS,87084,COOKS IMPERIAL BRUT CHAMP - 750ML,WINE,25.16,16.0,21.0
2020,1,FREIXENET MIONETTO USA INC,87106,GLORIA FERRER SONOMA BRUT - 750ML,WINE,5.55,7.0,0.0
2020,1,FREIXENET MIONETTO USA INC,87114,GLORIA FERRER BLANC DE NOIR - 750ML,WINE,1.76,3.0,0.0
2020,1,J LOHR WINERY,87122,J LOHR SOUTH RIDGE SYR - 750ML,WINE,18.98,21.83,6.0
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,87130,KORBEL CHARD CHAMPAGNE - 750ML,WINE,4.69,2.0,6.0
2020,1,E & J GALLO WINERY,87149,BALLATORE GRAN SPUMANTE - 750ML,WINE,7.27,7.0,5.0
2020,1,CONSTELLATION BRANDS,87165,COOKS IMPERIAL EXTRA DRY CHAMP - 750ML,WINE,13.48,8.0,15.0
2020,1,E & J GALLO WINERY,87169,BAREFOOT BUBBLY PINK MOSCATO - 187ML,WINE,6.28,8.0,5.0
2020,1,E & J GALLO WINERY,87180,BAREFOOT BUBBLY BRUT - 187ML,WINE,10.43,4.0,4.0
2020,1,KOBRAND CORPORATION,87190,ST FRANCIS SONOMA CHARD - 750ML,WINE,28.15,24.58,3.0
2020,1,E & J GALLO WINERY,87203,TOTTS EXTRA DRY CHAMPAGNE - 750ML,WINE,2.97,1.0,7.0
2020,1,E & J GALLO WINERY,87211,TOTTS BRUT CHAMPAGNE - 750ML,WINE,3.44,4.0,38.0
2020,1,E & J GALLO WINERY,87238,BALLATORE MOSCATO ROSE SPUMANTE - 750ML,WINE,3.49,3.0,2.0
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,87246,KORBEL BLANC DE NOIR CHAMPAGNE - 750ML,WINE,2.11,7.0,1.0
2020,1,STE MICHELLE WINE ESTATES,87254,MICHELLE EXTRA DRY - 750ML,WINE,0.49,0.0,1.0
2020,1,BACARDI USA INC,87284,MARTINI & ROSSI SPARKLING ROSE - 750ML,WINE,0.8,3.0,5.0
2020,1,PRESTIGE BEVERAGE GROUP OF MD LLC,87297,DELOACH P/NOIR - 750ML,WINE,0.0,0.0,12.0
2020,1,E & J GALLO WINERY,87312,DARK HORSE BIG BOLD RED - 750ML,WINE,6.23,2.92,18.0
2020,1,CONSTELLATION BRANDS,87319,R MONDAVI PR SEL S/BLC - 750ML,WINE,7.64,28.84,9.0
2020,1,REPUBLIC NATIONAL DISTRIBUTING CO,87320,NICOLAS FEUILLATTE BRUT - 750ML,WINE,0.66,0.0,2.0
2020,1,E & J GALLO WINERY,87323,DARK HORSE MERLOT - 750ML,WINE,7.34,5.0,22.0
2020,1,WILLIAM GRANT AND SONS INC,87333,GLENFIDDICH 21YR OLD RES 3/CS - 750ML,LIQUOR,7.95,10.0,0.0
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,87335,KORBEL BRUT - 1.5L,WINE,2.7,3.0,0.0
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,87343,KORBEL NATURAL CHAMPAGNE - 750ML,WINE,2.54,6.0,3.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,87345,LYRIC BY ETUDE SANTA BARBARA P/NOIR CC - 750ML,WINE,0.08,2.0,4.0
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,87360,KORBEL BRUT CHAMPAGNE - 750ML,WINE,31.4,29.75,73.0
2020,1,E & J GALLO WINERY,87364,BAREFOOT CEL ROSE - 187ML,WINE,0.0,0.0,28.0
2020,1,RELIABLE CHURCHILL LLLP,87369,LITTLE PENGUIN CAB - 1.5L,WINE,0.68,0.0,0.0
2020,1,RELIABLE CHURCHILL LLLP,87375,WASHINGTON NATS CHAMPIONSHIP RED - 750ML,WINE,10.98,1.0,2.0
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,87378,KORBEL EXTRA DRY CHAMPAGNE - 750ML,WINE,16.24,18.0,24.0
2020,1,BROWN-FORMAN BEVERAGES WORLDWIDE,87386,KORBEL BRUT ROSE - 750ML,WINE,5.54,11.0,7.0
2020,1,CONSTELLATION BRANDS,87394,R MONDAVI PR SEL CAB - 750ML,WINE,15.1,30.0,53.0
2020,1,E & J GALLO WINERY,87408,ANDRE PINK CHAMPAGNE - 750ML,WINE,1.72,2.0,9.0
2020,1,E & J GALLO WINERY,87416,ANDRE WHITE CHAMPAGNE - 750ML,WINE,35.77,19.0,70.0
2020,1,E & J GALLO WINERY,87424,ANDRE COLD DUCK - 750ML,WINE,0.0,1.0,5.0
2020,1,E & J GALLO WINERY,87440,ANDRE BRUT CHAMPAGNE - 750ML,WINE,61.41,34.0,133.0
2020,1,CONSTELLATION BRANDS,87610,R MONDAVI NAPA MER - 750ML,WINE,2.17,0.0,0.0
2020,1,E & J GALLO WINERY,87626,APOTHIC CAL RED-DARK-CRUSH 3 BTL PACK - 750ML,WINE,1.75,0.0,0.0
2020,1,CONSTELLATION BRANDS,87645,R MONDAVI NAPA CAB - 750ML,WINE,13.16,24.0,4.0
2020,1,E & J GALLO WINERY,87661,ANDRE STRAWBERRY MOSCATO - 750ML,WINE,2.16,3.0,17.0
2020,1,E & J GALLO WINERY,87696,ANDRE SPUMANTE - 750ML,WINE,2.06,3.0,11.0
2020,1,KYSELA PERE ET FILS LTD,87711,LA PETIT FROG PICPOUL 4/CS - 3L,WINE,15.75,11.0,6.0
2020,1,MONSIEUR TOUTON SELECTION,87718,PIPER SONOMA BRUT  V - 750ML,WINE,0.08,1.0,0.0
2020,1,CONSTELLATION BRANDS,87777,TAYLOR CALIFORNIA RED BLEND - 3L,WINE,8.0,9.0,1.0
2020,1,BOSTON BEER CORPORATION,87831,DOGFISH HEAD RAISON D'EXTRA1/6,KEGS,0.0,0.0,8.0
2020,1,HOTALING & CO LLC,87877,LUXARDO MARASCHINO CHERRIES,NON-ALCOHOL,16.14,18.0,0.0
2020,1,ANHEUSER BUSCH INC,8788,BUD 2/12 LNNR - 12OZ,BEER,15.0,23.0,634.96
2020,1,E & J GALLO WINERY,87889,MIA DOLCEA MOSCATO I - 750ML,WINE,3.22,4.0,4.0
2020,1,BOSTON BEER CORPORATION,87904,DOGFISH HEAD MIDAS TOUCH 1/6K,KEGS,0.0,0.0,15.0
2020,1,SOUTHERN GLAZERS WINE AND SPIRITS,87957,ST MICHAELS GOLLY WOBBLER BLK 338709 - 750ML,WINE,2.13,1.0,0.0
2020,1,ANHEUSER BUSCH INC,8796,BUD LIGHT 2/12 NR,BEER,54.2,72.0,1122.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,87963,BERINGER FOUNDERS EST P/NOIR - 750ML,WINE,22.86,24.0,22.0
2020,1,AMERICAN BEVERAGE MARKETERS,87994,FINEST CALL MANGO PUREE - 1L,NON-ALCOHOL,7.68,9.0,2.0
2020,1,ROYAL WINE CORP,88052,RASHI JOYVIN RED - 750ML,WINE,1.99,1.0,0.0
2020,1,E & J GALLO WINERY,88076,STORYPOINT P/NOIR - 750ML,WINE,0.0,0.0,2.0
2020,1,E & J GALLO WINERY,88102,LIVINGSTON CELLARS RED ROSE - 3L,WINE,5.5,6.0,17.0
2020,1,BRONCO WINE COMPANY,88122,LA CATRINA RED BLEND  - 750ML,WINE,0.89,2.0,0.0
2020,1,CLIPPER CITY BREWING CO,88137,HEAVY SEAS LOOSE CANNON 4/6NR - 12OZ,BEER,52.49,55.0,245.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,88145,STERLING NAPA VLY CAB - 750ML,WINE,0.66,4.0,1.0
2020,1,MHW LTD,88151,CUVEE CLEMENCE ENTRE-DEUX-MERS '16,WINE,0.32,0.0,0.0
2020,1,TREASURY WINE ESTATES AMERICAS COMPANY,88153,STERLING NAPA VLY S/BLC - 750ML,WINE,4.48,6.0,4.0
2020,1,BACCHUS IMPORTERS LTD,88161,ROUND HILL CAL CAB - 750ML,WINE,0.0,0.0,7.0
2020,1,BACCHUS IMPORTERS LTD,88170,ROUND HILL CAL CHARD - 750ML,WINE,0.08,0.0,10.0
2020,1,E & J GALLO WINERY,88234,R ZABACO DANCING BULL S/BLC - 750ML,WINE,0.08,0.0,0.0
2020,1,E & J GALLO WINERY,88293,CARLO ROSSI PAISANO - 4L,WINE,27.5,26.0,36.0
2020,1,E & J GALLO WINERY,88307,CARLO ROSSI PAISANO - 1.5L,WINE,10.48,12.0,21.0
2020,1,BOSTON BEER CORPORATION,88315,DOGFISH HEAD 90 MIN IPA 1/2K,KEGS,0.0,0.0,16.0
2020,1,BOSTON BEER CORPORATION,88331,DOGFISH HEAD 120 MIN IPA 1/6K,KEGS,0.0,0.0,18.0
2020,1,BOSTON BEER CORPORATION,88350,DOGFISH HEAD NAMASTE WHITE 2/12 CAN,BEER,7.0,7.0,33.0
